,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message
1470,"31826.mp4
",positive,positive,positive,No transition,No
1471,"otilia_brailoiu_an_untold_poem.mp4
",neutral,positive,positive,Transition,No
1472,"onitsuka_tiger_mexico_66.mp4
",positive,positive,positive,No transition,No
1473,"nike_outdo_you_in_2015.mkv
",positive,positive,positive,No transition,No
1474,"742463.mp4
",positive,positive,positive,No transition,Yes
1475,"the_modist_juxtapose.mkv
",positive,positive,positive,No transition,No
1476,"oskar_blues_allys_attempt.mkv
",positive,positive,positive,No transition,No
1477,"diesel_the_ultimate_collaboration_diesel_x_mustafa.mkv
",positive,positive,positive,No transition,No
1478,"maverick_fixology.mp4
",positive,positive,positive,No transition,No
1479,"506714.mp4
",positive,neutral,negative,Transition,No
1480,"honey_birdette_notyourvalentine.mkv
",positive,negative,positive,Transition,No
1481,"29568.mp4
",neutral,positive,positive,Transition,No
1482,"victoria_caguama.mp4
",positive,positive,positive,No transition,No
1483,"michelob_ultra_dear_ultradad.mkv
",positive,positive,positive,No transition,No
1484,"54429.mp4
",neutral,negative,positive,Transition,No
1485,"adidas_run_for_the_oceans.mp4
",positive,neutral,positive,Transition,No
1486,"30036.mp4
",positive,neutral,positive,Transition,No
1487,dlcbYh3IKVM.mp4,positive,positive,neutral,Transition,No
1488,bzoE5dlxH2s.mp4,neutral,negative,neutral,Transition,No
1489,pOEAvEklvNA.mkv,positive,positive,positive,No transition,No
1490,dlNnjtEXyi0.mkv,positive,neutral,negative,Transition,No
1491,VJwFUNHtCJQ.mkv,positive,positive,positive,No transition,No
1492,TF-NuE-U6No.mp4,negative,positive,positive,Transition,No
1493,HbTs3TLo414.mkv,positive,positive,positive,No transition,No
1494,_UU29bZjgz4.mkv,positive,positive,positive,No transition,No
1495,KY82nmR7U4o.mkv,positive,positive,positive,No transition,No
1496,D-ie_aFsfb8.mkv,positive,positive,positive,No transition,No
1497,KSv45XgmH4U.mkv,negative,neutral,positive,Transition,No
1498,e3hB3iOQKjY.mkv,positive,positive,positive,No transition,No
1499,ASsZ-u9YV3c.mp4,neutral,positive,positive,Transition,Yes
1500,g8qLBtTnALs.mkv,positive,positive,positive,No transition,No
1501,5Y7rDOogcU0.mkv,positive,positive,positive,No transition,No
1502,WLU75lftzc8.mp4,neutral,positive,positive,Transition,No
1503,bXL8QPWLbBo.mkv,negative,neutral,neutral,Transition,No
1504,v8DZc2PUUq0.mkv,positive,positive,positive,No transition,No
1505,FoGGDKV88Fg.webm,negative,neutral,neutral,Transition,No
1506,b2UUhm4edyc.mkv,positive,positive,positive,No transition,No
1507,GRKQJQIcn5o.mkv,neutral,neutral,negative,Transition,No
1508,BR07oZC0QHU.webm,neutral,positive,positive,Transition,No
1509,pLKxTSqCVUo.mp4,positive,positive,positive,No transition,No
1510,6yVMik5Mfwk.mp4,negative,positive,positive,Transition,Yes
1511,ENau7AkayN8.mkv,positive,positive,positive,No transition,No
1512,eke4s0erdgs.mkv,positive,positive,positive,No transition,No
1513,Xu25lUDJZgY.webm,neutral,negative,positive,Transition,No
1514,CzcxM6u7ey0.mkv,neutral,positive,positive,Transition,No
1515,LTunhRVyREU.mkv,positive,positive,positive,No transition,No
1516,_8enIDEKrzA.mkv,positive,positive,positive,No transition,No
1517,0QkZL3l1t-w.mkv,positive,positive,positive,No transition,No
1518,3LB9sKseRGg.mkv,positive,positive,positive,No transition,No
1519,wKn5K5V7tRo.mkv,neutral,positive,neutral,Transition,No
1520,dJaLU0w5Do4.mkv,neutral,positive,neutral,Transition,No
1521,O-9xmen--6k.mkv,positive,positive,neutral,Transition,No
1522,EzW4d4QknOs.mkv,neutral,neutral,neutral,No transition,No
1523,KnwxN24E2yY.webm,positive,positive,positive,No transition,No
1524,yZaOUpzq4Kw.mkv,positive,positive,positive,No transition,No
1525,u51OxZF1ltI.mkv,positive,positive,negative,Transition,Yes
1526,sQqCzJjev_8.mp4,neutral,negative,negative,Transition,No
1527,vmfBkVQCd-M.mp4,neutral,neutral,positive,Transition,No
1528,D1leFabPbPw.mkv,positive,positive,positive,No transition,No
1529,-B7oSp8hfF0.mkv,positive,positive,positive,No transition,No
1530,487-TyrRkfE.mkv,positive,positive,positive,No transition,No
1531,prqaLhnNYIo.webm,positive,positive,positive,No transition,No
1532,WfTJL_h0XfY.mkv,positive,positive,positive,No transition,No
1533,hBwjS_4ow1Q.mp4,positive,positive,positive,No transition,No
1534,_NJKQkQu3NI.mkv,neutral,positive,positive,Transition,No
1535,2qdW7ramMr4.mkv,positive,positive,positive,No transition,No
1536,mG4Di2nytAk.mp4,positive,positive,neutral,Transition,No
1537,FyVjesaMg1E.mp4,positive,positive,positive,No transition,No
1538,Iyf5b3uglUc.webm,positive,positive,positive,No transition,No
1539,tCAY8YH0X7w.mkv,positive,positive,positive,No transition,No
1540,MX3P_fcgtHM.mp4,neutral,positive,negative,Transition,No
1541,U219eUIZ7Qo.mp4,negative,negative,positive,Transition,Yes
1542,eeVelhH-aIU.mkv,neutral,negative,negative,Transition,No
1543,pI_zfyJn5QU.mp4,positive,positive,positive,No transition,No
1544,hX1S4U33IgI.mkv,positive,positive,positive,No transition,No
1545,N6Ns-SpRQmU.webm,neutral,positive,positive,Transition,No
1546,mR9UgTWUELo.webm,positive,positive,positive,No transition,No
1547,yICX_ZQ86Mw.mkv,positive,positive,positive,No transition,No
1548,um2ro-3T8A0.mp4,neutral,positive,positive,Transition,No
1549,dGef5vWiUow.webm,positive,positive,positive,No transition,Yes
1550,0PgjcgqFYP4.mp4,positive,neutral,positive,Transition,Yes
1551,l0GS1EQ2470.mkv,positive,positive,positive,No transition,No
1552,cvnqS95cEJ8.mp4,positive,positive,positive,No transition,No
1553,xw1NIDFUdJI.mp4,positive,positive,positive,No transition,No
1554,Q3v-N8o3lc0.mp4,positive,positive,positive,No transition,No
1555,5J58i_qbQxY.mp4,positive,negative,positive,Transition,Yes
1556,7-OnEe-dauE.mp4,neutral,neutral,positive,Transition,No
1557,Y_7WgXAlLFg.mp4,negative,negative,positive,Transition,No
1558,dvWGLcdI8o8.mkv,negative,negative,neutral,Transition,No
1559,bp67DsgTqSA.mkv,positive,positive,positive,No transition,No
1560,utjtqCgUDnE.mkv,positive,positive,positive,No transition,No
1561,isvfvNmoPYU.webm,positive,positive,positive,No transition,No
1562,XKR1ScQUpcA.mp4,positive,positive,positive,No transition,No
1563,PUEI7mm8M7Q.mp4,positive,positive,positive,No transition,No
1564,7IcGYHU8WBo.mp4,positive,positive,positive,No transition,No
1565,Ti6saRaKJYM.mp4,positive,positive,positive,No transition,No
1566,FJurUjmDs_k.mkv,neutral,neutral,neutral,No transition,No
1567,BUpky0h5_PE.mkv,positive,positive,positive,No transition,No
1568,A8N1RZweP6U.mkv,positive,positive,positive,No transition,No
1569,jR7RYKPJBdo.webm,positive,positive,positive,No transition,No
1570,fMuw1guPdts.mkv,neutral,neutral,positive,Transition,No
1571,1lMxZNFripE.mkv,positive,positive,positive,No transition,No
1572,HIuSiteKQXA.mkv,positive,positive,positive,No transition,No
1573,kjc8kOCB3_k.mkv,positive,positive,positive,No transition,No
1574,Tuj8gy2ICU4.mkv,neutral,positive,positive,Transition,No
1575,GI4QhYrDQjQ.mkv,positive,positive,positive,No transition,No
1576,e4TXO49n0P8.mkv,neutral,positive,positive,Transition,No
1577,pDGxehBp3Ug.mkv,positive,neutral,positive,Transition,Yes
1578,vUAPQ-zAUTE.mkv,positive,positive,positive,No transition,No
1579,uwDDvP8Yssc.mkv,positive,positive,positive,No transition,No
1580,hQmqe4Esq_A.mkv,positive,positive,positive,No transition,No
1581,xfBo1wwM3eI.mkv,positive,positive,positive,No transition,No
1582,bJZAvOefJiI.mp4,positive,positive,negative,Transition,No
1583,Rdz3fUiK4XY.mkv,positive,positive,positive,No transition,No
1584,nzHihXOiNqk.mp4,neutral,positive,positive,Transition,No
1585,ZVrXyDjHaWI.mkv,negative,positive,positive,Transition,No
1586,a9WB_PXjTBo.mp4,neutral,positive,positive,Transition,Yes
1587,kBX9-WUsMAg.mkv,neutral,neutral,neutral,No transition,No
1588,0b98BFCqOvQ.webm,positive,positive,positive,No transition,No
1589,WLL67CN2hnw.mp4,negative,positive,positive,Transition,No
1590,ClKMIr3WpjY.mkv,positive,positive,positive,No transition,No
1591,lxlmA8Pr_iY.mp4,neutral,neutral,positive,Transition,No
1592,GqKXkKplELU.mkv,positive,positive,positive,No transition,No
1593,UJVlHwpS6Nw.mkv,positive,positive,positive,No transition,No
1594,t_3oIy5jAG0.mkv,positive,positive,neutral,Transition,No
1595,nVyYWy4dgc8.mkv,positive,positive,positive,No transition,No
1596,gEpfTicDVUE.mp4,positive,positive,positive,No transition,No
1597,FhjX5ld3_v0.mkv,positive,positive,positive,No transition,No
1598,0G7g9lw20l4.mkv,positive,positive,positive,No transition,No
1599,rIzbZndT79s.mkv,positive,positive,positive,No transition,No
1600,uHsLu6X1vys.mkv,positive,positive,positive,No transition,No
1601,AAs2hd9AJoE.mkv,positive,positive,positive,No transition,No
1602,Ei6JvK0W60I.mkv,positive,positive,positive,No transition,No
1603,X5vjQQXauD0.mp4,neutral,negative,positive,Transition,No
1604,5UzfYJ-mkzc.mkv,neutral,neutral,neutral,No transition,No
1605,9gspElv1yvc.webm,negative,positive,positive,Transition,Yes
1606,Avsp_UJ3mrY.mp4,neutral,positive,positive,Transition,No
1607,_TBd-UCwVAY.mkv,positive,positive,positive,No transition,Yes
1608,osB_PSneUik.mkv,positive,negative,neutral,Transition,No
1609,9zFNmTwdjhc.mkv,neutral,neutral,neutral,No transition,No
1610,4Zv9vRz4QYM.webm,positive,positive,positive,No transition,No
1611,MQfikxbS4zE.mp4,positive,positive,positive,No transition,No
1612,l0fJnbuc1ig.webm,positive,positive,positive,No transition,No
1613,sNBdU0PwWKU.mp4,positive,positive,positive,No transition,No
1614,Ug_iluxQ1IQ.mp4,positive,positive,neutral,Transition,No
1615,CdKcjxUib4Q.mkv,positive,neutral,neutral,Transition,No
1616,N55Xcid1eWg.mkv,positive,positive,positive,No transition,No
1617,A1W6Ku5bJR4.mkv,neutral,neutral,positive,Transition,No
1618,d_XTFjvvcnQ.webm,negative,negative,neutral,Transition,No
1619,lTerDhlAEMI.mkv,neutral,positive,positive,Transition,No
1620,mrh9tPkQwCY.mkv,neutral,neutral,neutral,No transition,No
1621,JzaYcTPLWbE.mkv,negative,negative,negative,No transition,No
1622,dMgiG6EmTfE.webm,positive,positive,positive,No transition,No
1623,tDmBIYAVsos.mkv,negative,negative,neutral,Transition,Yes
1624,rK4Bh_arF-E.mp4,neutral,neutral,negative,Transition,No
1625,TypQ-iYqiLg.mp4,positive,positive,positive,No transition,No
1626,GURvHJNmGrc.mp4,positive,positive,positive,No transition,No
1627,bJafiCKliA8.mp4,positive,positive,positive,No transition,No
1628,7t2mi19DcmE.mkv,positive,positive,negative,Transition,No
1629,p0qYO0ZbdUo.mkv,positive,positive,positive,No transition,No
1630,SP8E6ouSiC0.mkv,positive,positive,positive,No transition,No
1631,6Obj5eoSpu8.mp4,neutral,neutral,neutral,No transition,No
1632,brvGSr_BfQw.webm,neutral,neutral,neutral,No transition,No
1633,Hs3Y5jQkuAk.mkv,positive,positive,positive,No transition,No
1634,47LCLoidJh4.mp4,positive,positive,positive,No transition,No
1635,MTtCV_XSMi0.mkv,positive,positive,positive,No transition,No
1636,s6rrXuFM9TI.mkv,positive,positive,positive,No transition,No
1637,JJmqCKtJnxM.webm,positive,positive,positive,No transition,No
1638,wtaXjzQQGE8.mp4,neutral,neutral,negative,Transition,No
1639,brq5oJFIKJ0.mp4,positive,positive,positive,No transition,No
1640,BhYnz0JQKUo.mkv,positive,positive,positive,No transition,No
1641,MX145Tu4MHY.mkv,positive,positive,positive,No transition,No
1642,SlR_fwcU3MU.mkv,positive,positive,positive,No transition,No
1643,sqLNG9VYUcY.webm,neutral,neutral,positive,Transition,No
1644,UTQinvFuX3M.mkv,neutral,neutral,positive,Transition,No
1645,JOJ01KXTw-A.mkv,positive,positive,positive,No transition,No
1646,ycbHldRpo9k.mkv,positive,positive,positive,No transition,No
1647,bSyh4oPLXpU.mkv,positive,positive,positive,No transition,No
1648,DM58BGhJ6oo.mkv,neutral,neutral,positive,Transition,No
1649,iYhCn0jf46U.mkv,positive,positive,positive,No transition,No
1650,ujEqAi6-VGo.mkv,positive,positive,positive,No transition,No
1651,b3F-20ld720.mkv,positive,positive,positive,No transition,No
1652,cp1DMQ-x33k.mp4,positive,positive,positive,No transition,No
1653,nWJut7KQhI4.mkv,negative,negative,positive,Transition,Yes
1654,tAnlcW_ILyw.mp4,positive,positive,positive,No transition,No
1655,6BB9MI_8bsE.mkv,positive,positive,positive,No transition,No
1656,TyDl1yEVQ_I.mkv,neutral,positive,positive,Transition,No
1657,zkd5dJIVjgM.mkv,positive,positive,positive,No transition,No
1658,-UGQp9pfU_Q.mp4,positive,positive,positive,No transition,No
1659,EwrgDhck57E.mkv,positive,positive,positive,No transition,No
1660,GTYUpomg4xI.webm,positive,positive,positive,No transition,No
1661,AmjUGJwu810.mkv,neutral,positive,positive,Transition,No
1662,5o9Dp6D91fI.webm,positive,positive,positive,No transition,No
1663,ZEKqLxtjwDQ.mp4,positive,positive,positive,No transition,No
1664,XqORbzbEfoM.mkv,negative,negative,negative,No transition,No
1665,y9ajRIgTJNA.mp4,positive,positive,positive,No transition,No
1666,m58Bp6PfXss.mkv,positive,positive,positive,No transition,No
1667,WoYf3DQv6_Y.webm,positive,positive,neutral,Transition,No
1668,eWHF6rmt1WE.mp4,positive,positive,positive,No transition,No
1669,eySoKn9U5s4.mp4,positive,positive,positive,No transition,No
1670,iJgnAHEHBYI.mkv,neutral,positive,positive,Transition,No
1671,VMjRSnokms8.mkv,positive,positive,positive,No transition,No
1672,dSEI_Iny_zc.mkv,neutral,positive,positive,Transition,No
1673,UQtqa5F88LM.mp4,positive,positive,positive,No transition,No
1674,BntPVmeo7ro.mkv,positive,positive,positive,No transition,No
1675,JYu3LjgnT9s.mkv,neutral,positive,positive,Transition,No
1676,Pblj3JHF-Jo.mkv,negative,negative,positive,Transition,No
1677,D0cyg74awpI.mp4,neutral,positive,neutral,Transition,No
1678,6ck7frxs-Uc.mp4,neutral,positive,positive,Transition,No
1679,HssUnxcw9wQ.mkv,positive,positive,positive,No transition,No
1680,RpnCkBZVI6o.mp4,positive,positive,positive,No transition,No
1681,O8vZjrvYIsI.mkv,neutral,negative,positive,Transition,No
1682,gYQbQmtA6IU.mp4,positive,positive,positive,No transition,No
1683,qzilmXQ0ReQ.mp4,positive,positive,positive,No transition,No
1684,-g8vTq06KUI.mkv,positive,positive,positive,No transition,No
1685,fKTTV-E-aLs.mp4,positive,neutral,positive,Transition,No
1686,KSRHLwYgLSM.mkv,neutral,neutral,neutral,No transition,No
1687,I0dq4sTLcIc.mp4,neutral,neutral,neutral,No transition,No
1688,wYj5o4kQsXs.mp4,positive,positive,positive,No transition,No
1689,82kYQ7j7X2s.mkv,negative,negative,neutral,Transition,No
1690,U-knPQ9H_pg.mkv,positive,positive,positive,No transition,No
1691,zk5HsBQYUZw.mkv,positive,positive,positive,No transition,No
1692,eEgMjH9bVgQ.mkv,negative,negative,positive,Transition,No
1693,LagGSTiSnto.mp4,positive,positive,positive,No transition,No
1694,SILvPVVAhBo.mkv,positive,positive,positive,No transition,No
1695,60ewmq3ui7A.mp4,positive,positive,positive,No transition,No
1696,7VCYBtx6h4g.mp4,neutral,positive,neutral,Transition,No
1697,WGQdXUw2uSU.mkv,positive,positive,positive,No transition,No
1698,NJEKqI1e714.mp4,neutral,positive,positive,Transition,No
1699,PFbeP6YqHzg.mp4,neutral,positive,positive,Transition,No
1700,HAmI1MJECZ4.mp4,neutral,neutral,neutral,No transition,Yes
1701,3dnW8QJxHD0.webm,positive,negative,positive,Transition,No
1702,zv750BWrUhY.mkv,positive,negative,negative,Transition,No
1703,uAgxZ-l5pY8.webm,positive,positive,positive,No transition,No
1704,bATzbhGbjiM.mp4,positive,positive,positive,No transition,No
1705,29GrCUTdu3A.webm,neutral,positive,positive,Transition,No
1706,wF_LJfwFsE4.mp4,positive,positive,positive,No transition,No
1707,OB6r2Wi0E98.mp4,positive,positive,positive,No transition,No
1708,HnL-7x4n4d8.mp4,negative,neutral,positive,Transition,No
1709,XkaWyrm8EQg.mkv,positive,positive,positive,No transition,No
1710,rkqehuUTQ_4.mkv,positive,positive,positive,No transition,No
1711,h7y6iE0aB5s.mp4,positive,positive,positive,No transition,No
1712,R2QRUN_gO74.webm,positive,positive,negative,Transition,No
1713,Cqs2F-lpGrA.mkv,positive,positive,positive,No transition,No
1714,xgO-u83Os_I.mp4,positive,positive,positive,No transition,No
1715,v7Q1giJOpxA.mkv,positive,positive,positive,No transition,No
1716,7Guufs3mdgg.mp4,neutral,negative,positive,Transition,No
1717,ZcgzoGU141o.mkv,negative,negative,positive,Transition,No
1718,5W4MYJt8c4w.mp4,neutral,positive,neutral,Transition,No
1719,6AOvnPY_d-U.mp4,neutral,positive,positive,Transition,No
1720,jVs5tTEuA-g.mkv,negative,positive,positive,Transition,No
1721,wTfBWIJ8xQo.mkv,positive,positive,positive,No transition,No
1722,pnISZdg_3lw.mp4,positive,positive,positive,No transition,No
1723,NFg3HBMJyV4.mp4,neutral,positive,neutral,Transition,No
1724,w04xmH2SOLA.webm,positive,positive,negative,Transition,No
1725,7LQpRQh2KSQ.mp4,neutral,positive,positive,Transition,No
1726,jZ6HPyhlChw.mkv,neutral,positive,positive,Transition,No
1727,SXy6JElmgHU.mkv,positive,positive,positive,No transition,No
1728,JY02BTJrrOc.mkv,neutral,neutral,neutral,No transition,No
1729,js6VqTldWi4.mkv,positive,positive,positive,No transition,No
1730,vTbG8OQcE1o.mkv,positive,positive,positive,No transition,No
1731,r8cDvm26VYI.mp4,positive,positive,positive,No transition,No
1732,DJLDF6qZUX0.mp4,positive,positive,positive,No transition,No
1733,CLzi3okueM8.mkv,neutral,neutral,neutral,No transition,No
1734,iKdEbzF7xpk.webm,positive,positive,positive,No transition,No
1735,qFTcch4BOgg.mp4,neutral,positive,positive,Transition,No
1736,cyVzjoj96vs.mkv,positive,positive,positive,No transition,No
1737,287EUNf3yAk.mkv,neutral,positive,positive,Transition,No
1738,5JLBU-QQpoo.mp4,negative,negative,positive,Transition,No
1739,cDzYgqkQ_lE.webm,positive,positive,positive,No transition,No
1740,5tisdEErLHA.mp4,positive,positive,positive,No transition,No
1741,w0YjO1zVHgY.mkv,positive,positive,positive,No transition,No
1742,CCBnUx5uMqE.mkv,positive,negative,positive,Transition,No
1743,kfrZnIx2VFE.mkv,positive,positive,positive,No transition,No
1744,GqnjzONrPiA.mkv,neutral,negative,positive,Transition,No
1745,5hBqqxYcDN8.mkv,positive,positive,positive,No transition,No
1746,wO7HQ4fNrpA.mkv,neutral,neutral,positive,Transition,No
1747,6IweE9qcQZ4.mp4,neutral,neutral,neutral,No transition,No
1748,F_-gmK5qRrY.mkv,positive,positive,positive,No transition,No
1749,FxZ_Z-_j71I.mp4,positive,positive,positive,No transition,No
1750,7oHsDGnZTcw.mp4,positive,positive,positive,No transition,No
1751,Af1OxkFOK18.mp4,neutral,neutral,neutral,No transition,No
1752,hHxE2wdegms.mp4,positive,positive,positive,No transition,No
1753,ZTUt7kpM_LA.mkv,neutral,positive,positive,Transition,No
1754,EEfdypNxAVU.mkv,positive,positive,positive,No transition,No
1755,V5JEThKxsc4.mp4,positive,positive,positive,No transition,No
1756,yR0lWICH3rY.mp4,neutral,neutral,neutral,No transition,No
1757,FCOlOcMk8XI.mp4,negative,negative,positive,Transition,No
1758,rm6d2oy8GRk.mp4,positive,positive,positive,No transition,No
1759,ZJXRdce_INo.mp4,positive,positive,positive,No transition,No
1760,7aUTdYsZda8.mp4,positive,positive,positive,No transition,No
1761,t4_dZPVg8KI.mkv,positive,positive,positive,No transition,No
1762,g2X9Q-Xre_Q.mkv,positive,negative,negative,Transition,No
1763,TNCJh9WwU6w.mkv,positive,positive,positive,No transition,No
1764,Zk1LRs39xGE.mp4,positive,positive,positive,No transition,No
1765,MNjWQlr63i4.mkv,positive,positive,positive,No transition,No
1766,SxAqnB0NbEI.mkv,neutral,positive,positive,Transition,No
1767,9qQAn-wmUDM.mkv,positive,positive,positive,No transition,No
1768,XJdi689BqKA.mp4,neutral,positive,positive,Transition,No
1769,px6TQ0ZMIsw.webm,positive,positive,positive,No transition,No
1770,-GXvYexMoZY.mp4,positive,positive,positive,No transition,No
1771,I7CZuPiY-4o.mp4,neutral,positive,neutral,Transition,No
1772,6h3G-lMZxjo.mp4,neutral,negative,positive,Transition,No
1773,ib-Qiyklq-Q.mkv,positive,positive,positive,No transition,No
1774,SfAxUpeVhCg.webm,negative,negative,negative,No transition,Yes
1775,PccOSTr-qvA.mkv,neutral,positive,positive,Transition,No
1776,RGQf9dn0pDk.mp4,neutral,neutral,positive,Transition,No
1777,wEKFJWdJ5jg.mp4,positive,positive,positive,No transition,Yes
1778,F_M7zOew2Pc.mp4,positive,positive,positive,No transition,No
1779,g_dFf9mWxPI.mkv,neutral,positive,positive,Transition,No
1780,4KKgR5YWmYg.mp4,positive,positive,positive,No transition,No
1781,h8Ek3v1RBEU.webm,positive,positive,positive,No transition,No
1782,BoKUmFuV7iQ.mkv,positive,positive,positive,No transition,No
1783,pv4WZkppmTU.mp4,positive,positive,positive,No transition,No
1784,iTXN9uCd0mw.mp4,neutral,neutral,positive,Transition,No
1785,3T_xq0U5D5Y.mkv,positive,positive,positive,No transition,No
1786,U6xmeqm8k7Q.webm,positive,positive,positive,No transition,No
1787,EYEHUOpwNvE.webm,positive,neutral,positive,Transition,No
1788,pM2OK_JaJ9I.mp4,neutral,neutral,neutral,No transition,No
1789,tcYc33ughfQ.mp4,positive,positive,positive,No transition,No
1790,QCsd_reCiSI.webm,positive,positive,positive,No transition,No
1791,jr2gdPY-88w.mp4,positive,negative,negative,Transition,No
1792,idQhux3kqTw.mkv,positive,positive,positive,No transition,No
1793,ltqssfzVyrw.mp4,positive,negative,positive,Transition,Yes
1794,IZrrEBD-KjY.mp4,positive,positive,positive,No transition,No
1795,KfUCkewOiBQ.mp4,positive,positive,positive,No transition,No
1796,SPyoiOTdHio.mkv,neutral,positive,positive,Transition,No
1797,Ws-yd9YPfdE.mkv,negative,negative,negative,No transition,No
1798,IT_MbDpfOBE.mkv,positive,positive,positive,No transition,No
1799,Du1dnKppn-s.mkv,neutral,neutral,neutral,No transition,No
1800,BRKbcWGkw1I.mkv,positive,positive,positive,No transition,No
1801,onkxJLj0G7g.webm,neutral,positive,positive,Transition,No
1802,d6hllDE7VJg.mkv,positive,positive,positive,No transition,No
1803,Vxd9W0RVgFY.mkv,positive,positive,positive,No transition,No
1804,-ijH3cRJ1BY.mkv,positive,neutral,positive,Transition,No
1805,PqyiFtLnKkc.mkv,positive,positive,positive,No transition,No
1806,pbdzMLk9wHQ.mp4,positive,positive,positive,No transition,No
1807,VHz30rlNHCc.mkv,negative,positive,positive,Transition,No
1808,0KIqDAijbS8.mp4,positive,positive,positive,No transition,No
1809,ud8p5t2sXOo.mp4,negative,negative,positive,Transition,No
1810,jc5XQSVeQ2c.mkv,positive,positive,positive,No transition,Yes
1811,1pda__NOfts.mkv,positive,positive,positive,No transition,No
1812,JvcH3kpEP8E.webm,positive,positive,positive,No transition,No
1813,l1vvlpJ8BEE.mkv,positive,positive,positive,No transition,No
1814,rmPRHJd3uHI.webm,positive,positive,positive,No transition,No
1815,yYciCBZXg70.mkv,neutral,positive,positive,Transition,No
1816,sjgLb0HJ3VE.mkv,positive,positive,positive,No transition,No
1817,TYIeVjKlPTw.mkv,positive,positive,positive,No transition,No
1818,jJ2yGIYMWwo.mp4,positive,positive,positive,No transition,No
1819,dY1ecfWT3GQ.mp4,positive,positive,positive,No transition,No
1820,lVt0ZyO9ft4.mp4,positive,negative,negative,Transition,No
1821,KE9bc5KskM8.mkv,positive,positive,positive,No transition,No
1822,YD7ya_NssNM.mkv,positive,positive,positive,No transition,No
1823,p0LtpDFxHCQ.mp4,positive,positive,positive,No transition,No
1824,V1-qbHbuNBU.mkv,positive,positive,positive,No transition,No
1825,ZvEPYH7GRUM.mp4,positive,positive,positive,No transition,No
1826,PewCSYS6a6s.mkv,neutral,neutral,positive,Transition,No
1827,qPIj0KJc7kI.webm,positive,positive,neutral,Transition,No
1828,7ZOKDqjqbX0.mp4,neutral,neutral,positive,Transition,No
1829,NSvnw3tvPSk.mp4,positive,positive,positive,No transition,No
1830,rt_jK-veOs0.mkv,negative,negative,negative,No transition,No
1831,VDut1RkQP_s.mkv,positive,positive,positive,No transition,No
1832,1shK-j_u6LI.webm,positive,positive,positive,No transition,No
1833,xhVCOdS9mXo.webm,positive,positive,positive,No transition,No
1834,1krJqn3smbI.mp4,positive,positive,positive,No transition,No
1835,12sqXKF6Zv4.mp4,positive,positive,positive,No transition,No
1836,sPneQzqhh4g.mkv,positive,positive,positive,No transition,No
1837,AgdqKj85jVk.mkv,positive,positive,positive,No transition,No
1838,i1JccYQFDWw.mkv,positive,positive,positive,No transition,No
1839,fdB79Gb1aVE.mp4,neutral,neutral,neutral,No transition,No
1840,KObDkEBwuTc.mp4,negative,positive,negative,Transition,No
1841,kHCDajKs17E.mp4,neutral,positive,positive,Transition,No
1842,JOOfRE4m7PE.mkv,positive,positive,positive,No transition,No
1843,aTi6i0FZCfI.mkv,positive,positive,positive,No transition,No
1844,z6Pj5oJzYLM.mkv,positive,positive,positive,No transition,No
1845,dNjIpip6e3A.mp4,positive,positive,positive,No transition,No
1846,9cLZQ_2ITLI.mp4,positive,positive,positive,No transition,No
1847,oJbdSseA0C8.mkv,positive,positive,positive,No transition,No
1848,9HppFNyqVOI.mkv,positive,negative,positive,Transition,Yes
1849,n8E6kPJT0tU.mp4,positive,positive,positive,No transition,No
1850,excxIZ4wUvg.mkv,positive,positive,positive,No transition,No
1851,56b09ZyLaWk.webm,positive,positive,positive,No transition,No
1852,G1FV7dND0NY.mp4,neutral,neutral,neutral,No transition,No
1853,5Z_zWIVRIWk.webm,neutral,negative,negative,Transition,Yes
1854,NoOqyH03p3Q.mkv,negative,negative,negative,No transition,No
1855,g7xSwrdkOMM.webm,positive,positive,positive,No transition,No
1856,ZE72ilXg0jQ.mp4,positive,positive,positive,No transition,No
1857,Plh9sAFEZJw.mkv,positive,positive,positive,No transition,No
1858,d0uJxHWaq0k.mkv,neutral,positive,positive,Transition,No
1859,p916yeFa2Xk.mkv,positive,positive,positive,No transition,Yes
1860,f_SwD7RveNE.mkv,neutral,neutral,positive,Transition,No
1861,HgwvNhQ_YzQ.mkv,positive,positive,positive,No transition,No
1862,tIG0kB9lOxo.webm,positive,positive,positive,No transition,No
1863,pNTu9RjThRM.mkv,positive,positive,positive,No transition,No
1864,cLkiyNte_U8.mp4,neutral,neutral,positive,Transition,No
1865,sbKBvrEr2wE.mp4,negative,negative,negative,No transition,Yes
1866,P1T_Kk0cWLk.mp4,positive,positive,positive,No transition,No
1867,Sfy8UYRhmpA.mkv,positive,positive,positive,No transition,No
1868,JDk3GQkTyN4.mkv,positive,negative,positive,Transition,No
1869,6uhCxBk6cQE.webm,positive,positive,positive,No transition,No
1870,1Pahqq-1hp0.mkv,neutral,negative,neutral,Transition,No
1871,mcEV4TeUxRY.webm,positive,positive,positive,No transition,No
1872,OJVwWi9s4z4.mkv,positive,positive,positive,No transition,No
1873,FqhFUbtpiB4.mkv,positive,positive,positive,No transition,No
1874,pS9sUm5Y0sg.webm,neutral,positive,positive,Transition,No
1875,Bkcz98qXUPo.mp4,positive,positive,positive,No transition,No
1876,TeUcij3L9No.mkv,positive,positive,positive,No transition,No
1877,S71Jmw8FXm8.mkv,neutral,positive,positive,Transition,No
