,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link
1969,breezometer_toxic_toby.mp4,negative,negative,positive,Transition,Yes,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/breezometer_toxic_toby.pkl,https://player.vimeo.com/video/290882916
1970,woodchuck_cider_time_travel.mkv,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/woodchuck_cider_time_travel.pkl,https://www.youtube.com/embed/BY1pB-SFWz4
1971,telia_telia_life_triplets.mp4,positive,positive,positive,No transition,Yes,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/telia_telia_life_triplets.pkl,https://player.vimeo.com/video/329864715
1972,android_be_together_not_the_same.mkv,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/android_be_together_not_the_same.pkl,https://www.youtube.com/embed/AD-oCSoI9OQ
1973,orange_the_office.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/orange_the_office.pkl,https://www.youtube.com/embed/2CjwNpKjK_k
1974,globe_telecomm_star_wars_story.webm,negative,positive,positive,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/globe_telecomm_star_wars_story.pkl,https://www.youtube.com/embed/nZC4mXaosxM
1975,three_true_love.mkv,positive,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/three_true_love.pkl,https://www.youtube.com/embed/scV4PfEJomE
1976,hp_apartment.mkv,positive,positive,neutral,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hp_apartment.pkl,https://www.youtube.com/embed/SEkJfjKuTEU
1977,nokia_be_the_gift.mkv,neutral,positive,positive,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nokia_be_the_gift.pkl,https://www.youtube.com/embed/06lXvwOUK7Q
1978,mobile_vikings_metal_fan.mkv,negative,positive,negative,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mobile_vikings_metal_fan.pkl,https://www.youtube.com/embed/vOUH7j8gPMs
1979,vonage_business_of_better.mkv,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vonage_business_of_better.pkl,https://www.youtube.com/embed/CWmim1XmjeQ
1980,leica_100.mkv,neutral,negative,negative,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/leica_100.pkl,https://www.youtube.com/embed/DMkQQSt6d8s
1981,optus_ricky_2.mkv,positive,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/optus_ricky_2.pkl,https://www.youtube.com/embed/gNry4Uco3GE
1982,verner_panton_panthella_mini.mp4,positive,positive,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/verner_panton_panthella_mini.pkl,https://player.vimeo.com/video/203093267
1983,ocedel_firefly.mp4,negative,positive,negative,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ocedel_firefly.pkl,https://www.youtube.com/embed/FfKXjIWlov0
1984,johnnie_walker_homecoming.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/johnnie_walker_homecoming.pkl,https://www.youtube.com/embed/mp6lQTnEiD0
1985,samsung_the_missed_spaceflight.mkv,neutral,positive,positive,Transition,Yes,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_the_missed_spaceflight.pkl,https://www.youtube.com/embed/gp3PdrGx7fE
1986,sling_tv_game_time.mp4,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sling_tv_game_time.pkl,https://www.youtube.com/embed/ja5Vb8NgJyk
1987,com_hem_crystal_clear_experience.mp4,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/com_hem_crystal_clear_experience.pkl,https://player.vimeo.com/video/180742887
1988,seek_thermal_happy_halloween.mkv,neutral,negative,neutral,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/seek_thermal_happy_halloween.pkl,https://www.youtube.com/embed/VLcHx732hpc
1989,att_the_wait.webm,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/att_the_wait.pkl,https://www.youtube.com/embed/PDadnEEjmXk
1990,johnnie_walker_railroad.mkv,negative,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/johnnie_walker_railroad.pkl,https://www.youtube.com/embed/0sCdN_f0vew
1991,airtel_prayer_warrior.mkv,positive,positive,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/airtel_prayer_warrior.pkl,https://www.youtube.com/embed/QpX5wqb0jI8
1992,oskar_blues_farmers_second_attempt.mp4,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/oskar_blues_farmers_second_attempt.pkl,https://www.youtube.com/embed/zDCOgejjazs
1993,busch_car2can.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/busch_car2can.pkl,https://www.youtube.com/embed/c5hSJOtIBUM
1994,duracell_duracell_optimum_beach_x_bear_gamer_x_toothbrush.mp4,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/duracell_duracell_optimum_beach_x_bear_gamer_x_toothbrush.pkl,https://www.youtube.com/embed/U3EmquRzF50
1995,samsung_whats_wrong_with_mama.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_whats_wrong_with_mama.pkl,https://www.youtube.com/embed/Uy-4odRJw8w
1996,bbc_predictions.webm,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bbc_predictions.pkl,https://www.youtube.com/embed/-y0Yp6W3rP8
1997,heineken_the_grand_finale.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/heineken_the_grand_finale.pkl,https://www.youtube.com/embed/OsPKG9Qu-1s
1998,ericsson_unleash_the_power_of_easy.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ericsson_unleash_the_power_of_easy.pkl,https://www.youtube.com/embed/0CP13u68_MY
1999,samsung_pizzaut_application.mkv,neutral,positive,neutral,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_pizzaut_application.pkl,https://www.youtube.com/embed/rJkDRcQEHHQ
2000,yellow_tail_tastes_like_happy.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yellow_tail_tastes_like_happy.pkl,https://www.youtube.com/embed/4cK1NAoaSAA
2001,sky_mobile_hello_possible.mp4,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sky_mobile_hello_possible.pkl,https://player.vimeo.com/video/267966923
2002,orange_lovenames.mkv,positive,positive,negative,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/orange_lovenames.pkl,https://www.youtube.com/embed/VYu5aYQRD1k
2003,general_electric_less_ovenhover_more_dadhover.mp4,positive,positive,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/general_electric_less_ovenhover_more_dadhover.pkl,https://www.youtube.com/embed/A7ZYn8bEOuQ
2004,apple_depth_control_bokehd_apple.mkv,positive,negative,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/apple_depth_control_bokehd_apple.pkl,https://www.youtube.com/embed/IKok5dykRBM
2005,tapzo_loo.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tapzo_loo.pkl,https://www.youtube.com/embed/Z-p1E3xfPOM
2006,deposit_photos_the_music_video_with_the_most_cats_ever.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/deposit_photos_the_music_video_with_the_most_cats_ever.pkl,https://www.youtube.com/embed/qKGXSlaabzQ
2007,strongbow_cloudy_apple.mp4,positive,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/strongbow_cloudy_apple.pkl,https://player.vimeo.com/video/159939662
2008,samsung_jessica_ashwood.mkv,negative,positive,positive,Transition,Yes,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_jessica_ashwood.pkl,https://www.youtube.com/embed/PBG-3zKu0CA
2009,vodafone_sorry_jump.mp4,positive,negative,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vodafone_sorry_jump.pkl,https://player.vimeo.com/video/219648548
2010,hennessy_hennessy_xo_the_seven_worlds_directed_by_ridley_scott.mkv,neutral,neutral,neutral,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hennessy_hennessy_xo_the_seven_worlds_directed_by_ridley_scott.pkl,https://www.youtube.com/embed/Y1ruuTs134k
2011,mellanox_technologies_smartnics_may_the_fourth.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mellanox_technologies_smartnics_may_the_fourth.pkl,https://www.youtube.com/embed/rzTsqAru7lc
2012,segura_viudas_segura_viudas_open_up_to_join_the_chorus_ft_lion_babe.mkv,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/segura_viudas_segura_viudas_open_up_to_join_the_chorus_ft_lion_babe.pkl,https://www.youtube.com/embed/I3i5Lit7UtE
2013,whistle_drone.mkv,neutral,positive,neutral,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/whistle_drone.pkl,https://www.youtube.com/embed/mu4AqlCxRvs
2014,samsung_break_the_ice.mp4,positive,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_break_the_ice.pkl,https://www.youtube.com/embed/ubj9eWVIito
2015,optus_luke_mathews.mkv,neutral,positive,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/optus_luke_mathews.pkl,https://www.youtube.com/embed/5a70foX-4wo
2016,foxtel_karen_returns.mp4,positive,negative,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/foxtel_karen_returns.pkl,https://player.vimeo.com/video/159894318
2017,wind_mobile_backseat.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wind_mobile_backseat.pkl,https://www.youtube.com/embed/YiD8IW5h5R8
2018,budweiser_for_the_fathers_who_stepped_up.mkv,positive,positive,positive,No transition,Yes,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/budweiser_for_the_fathers_who_stepped_up.pkl,https://www.youtube.com/embed/ggfVLhLNsUI
2019,hp_reinvent_giving.mkv,neutral,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hp_reinvent_giving.pkl,https://www.youtube.com/embed/mwMPq8q6gkg
2020,connect_harlem_shake.mkv,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/connect_harlem_shake.pkl,https://www.youtube.com/embed/lt5sq4Mvbis
2021,airtel_lost.mp4,negative,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/airtel_lost.pkl,https://www.youtube.com/embed/9QOKJ0FGk90
2022,gay_beer_gay_beer_world_pride_2019.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/gay_beer_gay_beer_world_pride_2019.pkl,https://www.youtube.com/embed/O05vjVlfqSA
2023,google_dont_be_a_browser.mkv,neutral,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/google_dont_be_a_browser.pkl,https://www.youtube.com/embed/CIkinuljyv4
2024,format_creative_minds_do_it_better_at_formatcom.mp4,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/format_creative_minds_do_it_better_at_formatcom.pkl,https://www.youtube.com/embed/qJk4TzcfZZY
2025,yamaha_red_envelope.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yamaha_red_envelope.pkl,https://www.youtube.com/embed/J3qBMEAtmAs
2026,microsoft_first_steps_in_onedrive.mkv,positive,negative,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/microsoft_first_steps_in_onedrive.pkl,https://www.youtube.com/embed/XVEU89fRN0k
2027,etisalat_the_russian_bear.mkv,negative,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/etisalat_the_russian_bear.pkl,https://www.youtube.com/embed/68LDHhje-iY
2028,fitbit_dualities.mkv,positive,positive,neutral,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fitbit_dualities.pkl,https://www.youtube.com/embed/q1Ny6doBqEI
2029,squarespace_how_to_reinvent_a_classic.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/squarespace_how_to_reinvent_a_classic.pkl,https://www.youtube.com/embed/aVIjCRZBBJw
2030,varka_are_you_curious.webm,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/varka_are_you_curious.pkl,https://www.youtube.com/embed/XZHW2q8XvG0
2031,tata_communications_lost_it.mkv,positive,neutral,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tata_communications_lost_it.pkl,https://www.youtube.com/embed/CPvn5o91hWE
2032,ibm_ridley_scott_ibm_watson_a_conversation.mkv,neutral,neutral,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ibm_ridley_scott_ibm_watson_a_conversation.pkl,https://www.youtube.com/embed/EjLDFqGaOE4
2033,samsung_shane_rose.mkv,neutral,positive,positive,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_shane_rose.pkl,https://www.youtube.com/embed/2c-S_1aHTaE
2034,zlaty_bazant_progress.webm,positive,positive,neutral,Transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/zlaty_bazant_progress.pkl,https://www.youtube.com/embed/GJmdiUWLyT0
2035,foxtel_foxtel_now.mp4,neutral,positive,neutral,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/foxtel_foxtel_now.pkl,https://player.vimeo.com/video/222458777
2036,verizon_next_gen_network.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/verizon_next_gen_network.pkl,https://www.youtube.com/embed/kI_vAAR6_Q8
2037,alcatel_the_perfect_amount_of_unreal.mp4,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/alcatel_the_perfect_amount_of_unreal.pkl,https://www.youtube.com/embed/LxxergCflxM
2038,tplink_patio.mp4,neutral,neutral,neutral,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tplink_patio.pkl,https://player.vimeo.com/video/175767828
2039,verizon_first_to_cdma.mkv,neutral,positive,neutral,Transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/verizon_first_to_cdma.pkl,https://www.youtube.com/embed/XraFhLWlmRY
2040,stihl_2015_the_stihl_odyssey.mkv,positive,neutral,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/stihl_2015_the_stihl_odyssey.pkl,https://www.youtube.com/embed/ykk7ZiSpijw
2041,orange_lights_out.mkv,positive,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/orange_lights_out.pkl,https://www.youtube.com/embed/UDOF07WICus
2042,apple_share_your_gifts.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/apple_share_your_gifts.pkl,https://www.youtube.com/embed/3dJCroCMBPM
2043,bang_olufsen_humblebragging.mp4,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bang_olufsen_humblebragging.pkl,https://www.youtube.com/embed/WZ-3C7x2vPU
2044,stella_artois_taps.webm,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/stella_artois_taps.pkl,https://www.youtube.com/embed/Pc-NUcH8VOQ
2045,hifi_klubben_welcome_listeners.mkv,positive,positive,positive,No transition,Yes,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hifi_klubben_welcome_listeners.pkl,https://www.youtube.com/embed/B5Gj78s6H7w
2046,apple_dont_mess_with_mother.webm,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/apple_dont_mess_with_mother.pkl,https://www.youtube.com/embed/Fmhdx_kRd-w
2047,verizon_first_to_5g.webm,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/verizon_first_to_5g.pkl,https://www.youtube.com/embed/ni58XY3TbeU
2048,neato_robotics_house_sitter.mkv,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/neato_robotics_house_sitter.pkl,https://www.youtube.com/embed/dyDm844QRUc
2049,fuel_tv_cobblestone_riders.mkv,positive,negative,neutral,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fuel_tv_cobblestone_riders.pkl,https://www.youtube.com/embed/3xi5JmMIPRE
2050,facebook_privacy.mp4,positive,positive,positive,No transition,Yes,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/facebook_privacy.pkl,https://player.vimeo.com/video/191448287
2051,skb_kontur_the_catboy_and_new_year.mkv,positive,neutral,neutral,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/skb_kontur_the_catboy_and_new_year.pkl,https://www.youtube.com/embed/1MBMcsoJX1I
2052,tmobile_momentum.mp4,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tmobile_momentum.pkl,https://player.vimeo.com/video/177775774
2053,yuengling_the_edge.mkv,positive,positive,neutral,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yuengling_the_edge.pkl,https://www.youtube.com/embed/cozbVXrZfCo/l/PL7pzYLVpxTjxHxAGE9huL0hDoXHg4B3Sr
2054,jagermeister_jager_balm.webm,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/jagermeister_jager_balm.pkl,https://www.youtube.com/embed/KfWx2-QkEdI
2055,himart_boxtem.mp4,neutral,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/himart_boxtem.pkl,https://www.youtube.com/embed/-Q9LyFG1TYM
2056,samsung_defying_barriers_pushing_boundaries.mp4,positive,negative,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/samsung_defying_barriers_pushing_boundaries.pkl,https://player.vimeo.com/video/217455390
2057,tapzo_elevator.mkv,neutral,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tapzo_elevator.pkl,https://www.youtube.com/embed/hmLdRU0pTMM
2058,studio_speed.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/studio_speed.pkl,https://www.youtube.com/embed/99_ASSnSxzI
2059,koodo_shower.mkv,neutral,negative,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/koodo_shower.pkl,https://www.youtube.com/embed/LZM5Js5e-cE
2060,hulu_for_the_audience_channeling_anna.mkv,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hulu_for_the_audience_channeling_anna.pkl,https://www.youtube.com/embed/kBvLGLaq_yw
2061,very_elsies_gift.webm,positive,positive,positive,No transition,No,Retail,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/very_elsies_gift.pkl,https://www.youtube.com/embed/U3I39nu2N5M
2062,kidzania_a_city_built_just_for_kids.mp4,positive,positive,positive,No transition,No,Games,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/kidzania_a_city_built_just_for_kids.pkl,https://www.youtube.com/embed/krTtLC4CRnI
2063,cbs_sports_hq_soap.mp4,neutral,positive,neutral,Transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cbs_sports_hq_soap.pkl,https://www.youtube.com/embed/xSGUZgwuPZg
2064,garnier_garnier_supports_unicef_for_children.mkv,positive,negative,positive,Transition,Yes,Cosmetics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/garnier_garnier_supports_unicef_for_children.pkl,https://www.youtube.com/embed/RghosDpNxAg
2065,beko_do_you_know_who_eats_broccoli_eatlikeapro.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/beko_do_you_know_who_eats_broccoli_eatlikeapro.pkl,https://www.youtube.com/embed/EUdm3g4qUpY
2066,ibis_noteworthy.mkv,positive,positive,positive,No transition,No,Travel and transport,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ibis_noteworthy.pkl,https://www.youtube.com/embed/LsWxCeDZqGY
2067,metro_own_business_girls.mp4,positive,positive,positive,No transition,No,Retail,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/metro_own_business_girls.pkl,https://www.youtube.com/embed/wVI1jpTrP6g
2068,lincoln_lincoln_nautilus_morning_run_60.mkv,neutral,neutral,neutral,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lincoln_lincoln_nautilus_morning_run_60.pkl,https://www.youtube.com/embed/IBteX8edtfA
2069,hyundai_beyond_the_move_of_technology_closer_to_your_love.webm,positive,positive,positive,No transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hyundai_beyond_the_move_of_technology_closer_to_your_love.pkl,https://www.youtube.com/embed/SH0cshYP8S4
2070,vasttrafik_bus_words.webm,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vasttrafik_bus_words.pkl,https://www.youtube.com/embed/KITqzFeJ-7Q
2071,lotto_bucket_list_experience.mp4,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lotto_bucket_list_experience.pkl,https://player.vimeo.com/video/232822639
2072,volkswagen_open_road.mp4,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_open_road.pkl,https://player.vimeo.com/video/294609228
2073,jetcom_cats_in_the_night.mkv,neutral,neutral,positive,Transition,No,Retail,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/jetcom_cats_in_the_night.pkl,https://www.youtube.com/embed/dw6vCddA_qE
2074,94_3rs2_berlin_is_all_about_the_mix.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/94_3rs2_berlin_is_all_about_the_mix.pkl,https://www.youtube.com/embed/_LwMzWFTLfo
2075,auchan_auchan_agit_manifesto.mp4,neutral,positive,positive,Transition,No,Retail,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/auchan_auchan_agit_manifesto.pkl,https://www.youtube.com/embed/IDmg7nLJnS8
2076,veikkaus_for_the_fortunate_ones.mp4,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/veikkaus_for_the_fortunate_ones.pkl,https://player.vimeo.com/video/166317908
2077,great_western_railway_five_go_on_a_great_western_adventure.mkv,positive,positive,positive,No transition,No,Travel and transport,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/great_western_railway_five_go_on_a_great_western_adventure.pkl,https://www.youtube.com/embed/2sQvlBPFZgE
2078,howardscott_put_your_energy_in_the_right_place.mkv,neutral,positive,positive,Transition,No,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/howardscott_put_your_energy_in_the_right_place.pkl,https://www.youtube.com/embed/75QU6zpMXoY
